"id","category","symptom_keyword","condition_text","action_text","do_not_action","source_title","source_org","source_url","source_type"
"65","호흡곤란","호흡곤란","빠른 호흡, 청색 잇몸/주둥이, 복부 힘을 주는 호흡, 머리·목을 뻗는 자세, 쌕쌕거림, 약화/쓰러짐은 호흡곤란 위험 신호로 볼 수 있다.","가까운 응급 동물병원으로 신속히 이동하고 가능하면 미리 전화한다. 차 안은 시원하게 유지하고 반려견을 침착하게 한다.","더위·흥분·무리한 이동으로 호흡 부담을 악화시키지 않는다.","Recognizing and responding to canine respiratory distress","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/recognizing-and-responding-canine-respiratory-distress","전문기관"
"66","호흡곤란","호흡 이상 불확실","호흡곤란인지 확신하기 어렵더라도 조기 도움 요청이 합병증 예방과 치료 효과에 도움이 될 수 있다.","불확실한 호흡 이상은 수의사, 응급병원 또는 veterinary triage 상담을 권장한다.","불확실하다는 이유로 장시간 자가 관찰만 하지 않는다.","Recognizing and responding to canine respiratory distress","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/recognizing-and-responding-canine-respiratory-distress","전문기관"
"67","중독","독성 물질 섭취","독성 물질 섭취가 의심되면 물질명, 브랜드명, 성분, 섭취량, 섭취 시간, 반려견 체중이 응급 상담에 중요하다.","제품 포장지와 섭취 정보를 준비해 즉시 수의사 또는 응급병원에 연락한다.","수의사/독성상담 지시 없이 임의 구토 유도나 해독제를 사용하지 않는다.","First-aid for poisonous substances","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/first-aid-poisonous-substances","전문기관"
"68","중독","중독 증상","무기력, 식욕저하, 구토, 황달, 혈변은 중독 가능성을 의심할 수 있는 증상이며 급격히 악화되면 즉시 진료가 필요하다.","독성 노출 가능성과 증상이 함께 있으면 즉시 병원 또는 독성상담 기관에 연락한다.","증상이 심하거나 빠르게 악화되는데도 기다리지 않는다.","First-aid for poisonous substances","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/first-aid-poisonous-substances","전문기관"
"69","중독/음식","초콜릿","초콜릿 독성은 개의 크기, 초콜릿 종류, 섭취량에 따라 달라지며 어둡고 쓴 초콜릿일수록 위험이 높다.","초콜릿 종류, 양, 섭취 시간, 체중을 확인해 응급 수의사에게 즉시 연락한다.","작은 양이라도 안전하다고 단정하지 않는다.","Chocolate toxicity: What should I do if my dog eats chocolate?","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/chocolate-toxicity-what-should-i-do-if-my-dog-eats-chocolate","전문기관"
"70","중독/음식","초콜릿 증상","초콜릿 섭취 후 2~12시간 내 구토, 설사, 빠른 호흡, 심박 이상, 떨림, 발작, 혼수 등이 나타날 수 있다.","증상 발생 시간과 양상을 기록해 병원에 전달한다.","증상이 아직 없다고 장시간 안심하지 않는다.","Chocolate toxicity: What should I do if my dog eats chocolate?","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/chocolate-toxicity-what-should-i-do-if-my-dog-eats-chocolate","전문기관"
"71","감염/응급","렙토스피라","렙토스피라는 간과 신장 등 장기에 영향을 줄 수 있고 중증에서는 생명을 위협할 수 있으며, 발열·구토·설사·무기력·황달·호흡곤란 등이 나타날 수 있다.","오염된 물/흙, 야생동물/쥐 노출 여부와 증상을 정리해 병원에 문의한다.","노출 의심과 전신 증상이 있는데도 단순 소화기 증상으로만 넘기지 않는다.","Canine leptospirosis","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/canine-leptospirosis","전문기관"
"72","감염/보호자 안전","렙토스피라 인수공통","렙토스피라는 사람에게도 전파될 수 있어 소변 취급 시 장갑 착용과 손씻기가 필요하다.","의심 환자의 소변·오염물 접촉을 피하고 병원에 노출 가능성을 알린다.","소변을 맨손으로 만지거나 위생 조치를 생략하지 않는다.","Canine leptospirosis","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/canine-leptospirosis","전문기관"
"73","이물질/장폐색","위장관 이물질 폐쇄","이물질이 위장관을 막으면 정상적인 음식·배설물 이동이 차단되어 심각한 합병증이 생기며 많은 경우 수술이 필요한 응급 상황이다.","삼킨 물체 종류, 크기, 시간, 구토/복통/식욕저하/무기력 여부를 정리해 즉시 병원에 문의한다.","임의로 토하게 하거나 보이는 끈/이물질을 잡아당기지 않는다.","Gastrointestinal foreign body obstruction in dogs","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/gastrointestinal-foreign-body-obstruction-dogs","전문기관"
"74","이물질/장폐색","선형 이물질","끈·리본 같은 선형 이물질은 장 천공, 복막염, 패혈증 등 생명을 위협하는 합병증 위험을 높일 수 있다.","끈/리본 섭취 의심 시 즉시 병원에 문의하고 길이·섭취 시간을 전달한다.","입이나 항문에 보이는 끈을 잡아당기지 않는다.","Gastrointestinal foreign body obstruction in dogs","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/gastrointestinal-foreign-body-obstruction-dogs","전문기관"
"75","생식기/응급","자궁축농증","중성화하지 않은 암컷에서 질 분비물과 무기력, 식욕저하, 구토, 갈증/배뇨 증가, 복부팽만, 발열, 창백한 잇몸, 허약/붕괴가 동반되면 생명을 위협하는 자궁 감염 가능성이 있어 응급 진료가 필요하다.","중성화 여부, 최근 발정 이력, 질 분비물 색/양, 전신 증상을 정리해 즉시 병원에 문의한다.","질 분비물이나 무기력을 단순 컨디션 저하로 보고 지연하지 않는다.","Pyometra","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/pyometra","전문기관"
"76","소화기/응급","위확장염전/GDV","GDV는 위가 팽창하고 꼬이는 생명 위협 질환으로 즉시 내과·외과 처치가 필요하며, 헛구역질, 과도한 침흘림, 복부팽만, 복통, 안절부절, 창백한 잇몸, 허약/붕괴가 흔한 신호다.","즉시 응급 동물병원으로 이동한다. 품종, 식사 시간, 운동 여부, 증상 시작 시간을 전달한다.","집에서 경과 관찰하거나 음식/물을 먹이며 기다리지 않는다.","Gastric dilatation volvulus (GDV) or bloat","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/gastric-dilatation-volvulus-gdv-or-bloat","전문기관"
"77","호흡/주의","후두마비 경미 증상","후두마비는 호흡곤란을 유발하며 초기에는 경미할 수 있으나, 거친 호흡, 과도한 헐떡임, 기침, 구역질, 운동/더위 불내성이 나타날 수 있다.","흥분·운동·더위 노출을 줄이고 반복되면 수의사 상담을 예약한다.","호흡 소리를 단순 노화로만 보고 방치하지 않는다.","Laryngeal paralysis","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/laryngeal-paralysis","전문기관"
"78","호흡/응급","후두마비 응급 악화","후두마비는 흥분, 스트레스, 운동, 더위·습도 노출로 갑자기 악화될 수 있으며 호흡곤란, 혀/잇몸 청색, 붕괴가 나타나면 응급 상황이다.","즉시 동물병원에 연락하고 더위와 흥분을 줄인 상태로 이동한다.","흥분시키거나 강한 운동을 시키지 않는다.","Laryngeal paralysis","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/laryngeal-paralysis","전문기관"
"79","감염/응급","파보바이러스","파보바이러스는 어린 미접종견에서 생명을 위협하는 구토, 설사, 탈수를 일으킬 수 있으며 초기에는 무기력, 식욕저하, 구토가 나타나고 이후 혈액/점액이 섞인 악취 설사로 진행할 수 있다.","나이, 백신 여부, 설사 양상, 구토/탈수 여부를 정리해 병원에 즉시 문의한다.","다른 강아지와 접촉시키거나 단순 장염으로만 보고 지연하지 않는다.","Parvovirus: Transmission to treatment","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/parvovirus-transmission-treatment","전문기관"
"80","신경/주의","발작 기록","전신 발작은 의식소실, 경직·팔다리 젓기, 과도한 침흘림, 이상 발성, 배뇨/배변 등을 포함할 수 있고, 수의사 상담을 위해 지속 시간과 전후 행동 기록이 중요하다.","주변 물건을 치우고 발작 지속 시간, 전후 행동, 영상 가능 여부를 기록한다.","입에 손이나 물건을 넣거나 억지로 붙잡지 않는다.","Idiopathic epilepsy in dogs","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/idiopathic-epilepsy-dogs","전문기관"
"81","신경/응급","발작 응급 기준","발작이 5분 이상 지속되거나 24시간 안에 여러 번 반복되는 경우는 의학적 응급 상황이며 생명을 위협할 수 있어 즉시 응급 수의사에게 가야 한다.","즉시 응급 동물병원으로 이동한다. 발작 시작 시간과 반복 횟수를 전달한다.","발작이 길어지거나 반복되는데 기다리지 않는다.","Idiopathic epilepsy in dogs","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/idiopathic-epilepsy-dogs","전문기관"
"82","소화기/주의","경미한 설사","대부분의 경미한 설사는 스스로 호전될 수 있으나, 설사가 하루이틀 이상 지속되면 수의사 상담이 필요할 수 있다. 새 사료 전환이나 음식 변화가 원인일 수 있다.","물을 충분히 제공하고, 새 사료 전환이 원인이라면 기존 식단으로 돌아가 천천히 전환한다.","수의사 지시 없이 사람용 지사제나 위장약을 먹이지 않는다.","Diarrhea","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/diarrhea","전문기관"
"83","소화기/응급","설사 위험 신호","검고 타르 같은 변, 혈변, 구토 동반, 지속적인 식욕부진, 48~72시간 이상 지속되는 설사는 수의학 진료가 필요하다.","대변 샘플을 준비하고 지속 시간, 구토 횟수, 식욕/활력 변화를 정리해 병원에 문의한다.","사람용 Pepto Bismol, Imodium 등을 임의로 먹이지 않는다.","Diarrhea","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/diarrhea","전문기관"
"84","열사병/주의","초기 과열","무거운 헐떡임, 그늘을 찾음, 낑낑거림, 놀기 싫어함, 침흘림은 더위 노출 후 과열의 초기 신호일 수 있다.","즉시 시원한 실내/그늘로 이동시키고 물을 제공하며, 시원한 물로 적셔 선풍기 바람을 쐬게 한다.","고온 환경에 계속 두거나 격한 운동을 지속하지 않는다. 얼음물/극단적 냉각은 피한다.","Summer heat safety tips for dogs","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/summer-heat-safety-tips-dogs","전문기관"
"85","열사병/응급","열사병 위험 신호","더위 노출 후 호흡곤란, 혈변성 설사, 구토, 허약, 혼란, 발작, 붕괴가 있으면 생명을 위협하는 열사병 신호일 수 있다.","냉각을 시작하면서 즉시 가까운 동물병원으로 이동한다.","상태가 좋아질 때까지 집에서만 기다리지 않는다.","Summer heat safety tips for dogs","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/summer-heat-safety-tips-dogs","전문기관"
"86","소화기/감염","지아르디아","Giardia는 분변 오염 물·흙·음식 등을 통해 감염될 수 있고, 급성 설사, 점액성·악취성 묽은 변, 복부 불편감이 흔한 신호이다.","대변 상태와 노출 가능성을 기록하고 수의사 상담/분변검사를 문의한다.","지속 증상을 단순 설사로만 보고 방치하지 않는다.","Giardia: Infection, treatment and prevention","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/giardia-infection-treatment-and-prevention","전문기관"
"87","감염/응급","디스템퍼 의심","Canine distemper virus는 전염성이 높고 잠재적으로 치명적이며, 어린 개와 미접종견이 특히 취약하다. 발열, 눈/코 분비물, 기침, 무기력, 구토, 설사, 식욕저하가 흔한 신호이다.","백신 여부와 증상을 정리해 빠르게 병원에 문의한다.","다른 개와 접촉시키거나 단순 감기/장염으로만 판단해 지연하지 않는다.","Canine distemper virus","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/canine-distemper-virus","전문기관"
"88","감염/응급","디스템퍼 신경증상","디스템퍼가 심한 경우 비틀거림, 근육 떨림, 발작, 마비 같은 신경 증상이 나타날 수 있다.","즉시 병원에 연락하고 증상 영상, 시작 시점, 백신 여부, 접촉 이력을 전달한다.","발작/마비 증상이 있는데 경과 관찰만 하지 않는다.","Canine distemper virus","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/canine-distemper-virus","전문기관"
"89","중독/응급","남조류 노출","남조류 독성은 생명을 위협할 수 있고 해독제가 없으며 빠르게 치명적일 수 있다. 구토, 설사, 허약, 창백한 잇몸, 붕괴, 침흘림, 떨림, 호흡곤란, 마비, 발작 등이 나타날 수 있다.","오염 의심 물에서 즉시 떼어내고, 털을 깨끗한 물로 헹군 뒤 즉시 병원에 연락/이동한다.","조류가 보이는 물을 마시게 하거나 수영시키지 않는다. 노출 후 증상이 없다고 방치하지 않는다.","Blue-green algae poisoning: Cyanobacteria toxicosis","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/blue-green-algae-poisoning-cyanobacteria-toxicosis","전문기관"
"90","중독/응급","물 중독","수영장이나 호수에서 물을 너무 많이 삼키면 전해질 희석으로 뇌부종, 발작, 신경 이상, 사망까지 이어질 수 있다.","물놀이를 중단하고 즉시 병원에 연락한다.","하루 종일 쉬지 않고 물놀이를 계속시키거나 증상이 있는데 추가로 물을 먹이지 않는다.","Summer safety tips","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/summer-safety-tips","전문기관"
"91","중독/응급","바닷물/소금물 중독","바닷물을 너무 많이 마시면 과도한 염분으로 근육 떨림, 방향감각 상실, 발작이 나타날 수 있고 생명을 위협할 수 있다. 심한 물설사도 유발할 수 있다.","신선한 물을 제공하고 물놀이를 중단하며, 신경 증상/심한 설사/구토가 있으면 즉시 병원에 문의한다.","갈증 때문에 바닷물을 계속 마시게 두지 않는다.","Summer safety tips","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/summer-safety-tips","전문기관"
"92","화학물질/응급","수영장 화학물질","pool shock 직후 고농도 염소는 피부와 호흡기 조직을 자극하고 쓰러짐을 유발할 수 있으며, 농축 염소 정제/결정/액체를 씹으면 입·식도·위에 화상을 일으킬 수 있다.","제품명과 노출 형태를 확인하고 즉시 병원/독성 상담 기관에 연락한다.","농축 화학물질 포장이나 정제를 반려견이 씹게 두지 않는다.","Summer safety tips","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/summer-safety-tips","전문기관"
"93","화학물질/응급","잔디/정원 제품","잔디관리 제품 봉지를 뜯어 먹었거나 독성 bait, 곰팡이 핀 비료, 특정 농약에 노출된 경우 위험할 수 있다.","제품명, 라벨, 성분, 섭취량, 경과 시간을 확인해 독성 상담 또는 병원에 연락한다.","라벨 확인 없이 안전하다고 단정하거나 포장을 버리지 않는다.","Summer safety tips","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/summer-safety-tips","전문기관"
"94","중독/응급","코코아 멀치","코코아빈 멀치는 초콜릿처럼 개에게 독성이 있어 피해야 한다.","섭취량과 시간을 확인하고 제품 포장 또는 사진을 준비해 병원에 문의한다.","초콜릿 냄새가 나는 코코아 멀치를 반려견 접근 가능한 곳에 두지 않는다.","Summer safety tips","Cornell Richard P. Riney Canine Health Center","https://www.vet.cornell.edu/departments-centers-and-institutes/riney-canine-health-center/canine-health-topics/summer-safety-tips","전문기관"
"95","잇몸색/순환","비정상 잇몸색","정상 잇몸은 연어색이며, 흰색·창백한 분홍색·노란색·푸른색/보라색·밝은 빨강·탁한 갈색은 건강 문제 신호일 수 있다. 건조/끈적한 잇몸은 탈수, 재충혈 지연은 순환 문제 신호일 수 있다.","잇몸색 사진과 증상 동반 여부를 기록해 수의사에게 연락한다. 푸른색/보라색·흰색·노란색·밝은 빨강 등 비정상 색이면 즉시 문의한다.","억지로 잇몸을 확인하지 않는다.","Are My Dog’s Gums Pale?","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/other-veterinary-advice/are-my-dog-s-gums-pale","전문기관"
"96","호흡기","재채기","가끔 하는 재채기는 정상일 수 있으나, 지속적인 재채기, distress, 콧물/코피/코 통증/얼굴 부종이 동반되면 수의사 상담이 필요하다. 호흡곤란이 있으면 즉시 연락한다.","재채기 빈도와 동반 증상을 기록하고, 호흡곤란이 있으면 즉시 병원에 연락한다.","호흡곤란을 단순 재채기로 처리하지 않는다.","Sneezing in dogs","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/symptoms/sneezing-in-dogs","전문기관"
"97","신경/눈","안구 떨림","머리가 가만히 있는데 비자발적 안구 떨림이 새로 발생하면 다른 증상이 없어도 곧바로 수의사에게 연락해야 한다.","눈 움직임 영상, 시작 시점, 머리 기울임/비틀거림/구토 동반 여부를 기록하고 병원에 연락한다.","새로 발생한 안구 떨림을 방치하지 않는다.","Nystagmus in dogs","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/symptoms/nystagmus-flickering-eye-movements-in-a-dog","전문기관"
"98","눈/시력","눈 혼탁/시력저하","눈 변화나 시력 저하가 보이면 수의사에게 연락해야 하며, 눈이 흐리거나 우유빛·파란색·회색으로 보이는 경우는 백내장 외 다른 원인도 가능하다.","눈 변화 사진, 시력 저하 행동, 통증/눈 부상 여부를 기록해 수의사에게 문의한다.","백내장이라고 단정하지 않는다.","Cataracts in dogs","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/conditions/cataracts-in-dogs","전문기관"
"99","피부/혹","새로운 피부 혹","새로 발견한 혹은 겉보기에 괜찮아 보여도 수의사 확인이 필요하다. 기존 혹이 커짐, 덜 움직임, 모양/질감 변화, 피/진물, 이동 영향이 있으면 상담해야 한다.","혹의 사진, 크기, 위치, 촉감, 변화 속도, 통증/출혈/진물 여부를 기록해 병원에 문의한다.","혹이나 낭종을 짜거나 찌르지 않는다.","Skin lumps and tumours in dogs","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/symptoms/skin-lumps-and-tumours-in-dogs","전문기관"
"100","중독/식품","양파/마늘/리크","양파·마늘·리크 등 allium류는 개에게 독성이 있고 조리/건조된 형태도 위험할 수 있다. 구토·설사·복통·식욕저하·탈수 및 1~5일 뒤 호흡곤란·무기력 같은 빈혈 증상이 나타날 수 있다.","섭취한 재료, 조리 형태, 양, 시간, 현재 증상과 잇몸색/호흡상태를 확인해 병원에 연락한다.","집에서 임의 구토를 유도하지 않는다. 조리된 양파/마늘도 안전하다고 안내하지 않는다.","Onion and garlic poisoning in dogs","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/conditions/onion-and-garlic-poisoning-in-dogs","전문기관"
"101","공통 응급처치","응급 이송","응급 시 침착하게 안전을 확인하고, 열사병을 제외하면 반려견을 따뜻하고 조용하게 유지하며, 병원에 연락해 조언을 받고 가능한 빨리 이송해야 한다.","상황을 설명하고 병원에 먼저 연락한 뒤 움직임을 최소화해 이동한다.","척추/골절 가능성이 있는데 무리하게 이동하지 않는다.","Emergencies in Dogs","VCA Animal Hospitals","https://vcahospitals.com/know-your-pet/common-emergencies-in-dogs","전문기관"
"102","알레르기/응급","아나필락시스","아나필락시스는 얼굴/주둥이 부종, 두드러기, 구토/설사, 불안으로 시작해 갑작스러운 collapse와 심한 호흡곤란으로 빠르게 진행할 수 있다.","알레르기 노출 가능성, 부종 위치, 호흡 상태, 구토/설사 여부를 확인하고 즉시 병원에 연락한다.","호흡곤란/붕괴가 있는데 단순 알레르기로 경과 관찰하지 않는다.","Emergencies in Dogs","VCA Animal Hospitals","https://vcahospitals.com/know-your-pet/common-emergencies-in-dogs","전문기관"
"103","외상/출혈","교통사고/심한 출혈","자동차 사고, 피가 분출하거나 빠르게 고이거나 몇 분 내 bandage를 적실 정도의 출혈, 머리/눈/귀/코/목 또는 흉부/복부/서혜부 관통상은 즉시 개입이 필요하다.","깨끗한 압박재로 직접 압박하고 병원에 연락하며 즉시 이동한다.","의식 있는 개 입 안에 손을 넣거나 심한 출혈을 반복 확인하지 않는다.","Emergencies in Dogs","VCA Animal Hospitals","https://vcahospitals.com/know-your-pet/common-emergencies-in-dogs","전문기관"
"104","열사병/호흡","열사병/푸른 잇몸","열사병은 과도한 헐떡임, 무기력, 고통, 의식소실을 유발할 수 있고, 심장/호흡 문제의 red flag로 혀나 잇몸의 푸른 변색, 호흡곤란 등이 있다.","열사병 의심 시 시원하게 하고 즉시 병원에 연락/이동한다. 푸른 잇몸/혀와 호흡곤란은 즉시 응급으로 안내한다.","얼음물로 급격히 식히거나 호흡곤란을 단순 피로로 보지 않는다.","Emergencies in Dogs","VCA Animal Hospitals","https://vcahospitals.com/know-your-pet/common-emergencies-in-dogs","전문기관"
"105","식물/중독","독성 가정용 식물","백합, 필로덴드론, 협죽도, 알로에, 국화, 히아신스/튤립, 옥수, 사고야자, 수선화, 아스파라거스 펀 등은 반려동물에게 독성 위험이 있으며 섭취 의심 시 수의사 또는 Animal Poison Control에 연락해야 한다.","식물 이름/사진, 섭취량, 시간, 증상을 확인해 병원 또는 독성 상담 기관에 연락한다.","식물 이름을 확인하지 않고 안전하다고 판단하지 않는다.","Top 10 Toxic Household Plants For Pets","VCA Animal Hospitals","https://vcahospitals.com/resources/lifestyle-cat/hazards-safety/top-10-toxic-household-plants-for-pets","전문기관"
"106","일반 이상 증상","지속 이상 증상","식욕저하, 활동성 감소, 구토/설사, 배뇨 변화, 기침/재채기, 눈·귀·코 분비물, 피부 이상, 절뚝임 등이 하루나 이틀 이상 지속되면 진료 예약이 권장된다.","지속 기간과 동반 증상을 기록해 병원에 문의한다.","2일 이상 지속되는 이상 신호를 단순 피로로 방치하지 않는다.","Routine Health Care of Dogs","Merck Veterinary Manual","https://www.merckvetmanual.com/dog-owners/routine-care-of-dogs/routine-health-care-of-dogs","수의학매뉴얼"
"107","빈혈/쇼크","창백한 잇몸+허약","갑작스러운 빈혈은 쇼크와 사망을 유발할 수 있고, 빠른 혈액 손실 뒤 심박 증가, 창백한 잇몸, 저혈압이 나타날 수 있다. 만성 빈혈은 무기력, 약함, 식욕저하와 창백한 잇몸이 나타날 수 있다.","잇몸색, 출혈, 심박/호흡 상태, 식욕/활동성 변화를 기록하고 즉시 병원에 연락한다.","창백한 잇몸을 단순 피로로 처리하지 않는다.","Anemia in Dogs","Merck Veterinary Manual","https://www.merckvetmanual.com/dog-owners/blood-disorders-of-dogs/anemia-in-dogs","수의학매뉴얼"
"108","응급/중독","응급/중독 목차","응급, 중독, 식품 위해, 가정 내 위험 물질, 약물, 쥐약, 뱀 물림 등은 반려견 응급 상황에서 확인해야 할 주요 주제다.","증상과 노출 물질, 발생 시간을 정리해 병원에 전달한다.","목차만 보고 진단이나 처치를 단정하지 않는다.","Special Pet Topics","MSD/Merck Veterinary Manual","https://www.msdvetmanual.com/special-pet-topics","수의학매뉴얼"
"109","응급처치","즉시 진료 응급 예시","응급 처치는 수의사와의 전화 통화에서 시작될 수 있으며, 즉시 진료 예시로 중독, 심한 통증, 심한/조절 안 되는 출혈, 호흡곤란, 눈 부상, 골절 의심이 제시된다.","수의사/응급병원에 먼저 연락해 상황을 설명하고 지시에 따라 응급처치와 이송을 준비한다.","중독/호흡곤란/심한 출혈/눈 부상/골절 의심을 집에서만 해결하려 하지 않는다.","What to Do in a Dog or Cat Emergency","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency","수의학매뉴얼"
"110","열사병/질식","열사병/질식","열사병 증상은 뜨거운 피부, 구토, 침흘림, 빠른 헐떡임, 고통, 비틀거림, 붕괴, 의식소실이고 즉시 식히며 병원으로 가야 한다. 질식은 기침, 침흘림, 구역질, 입을 긁음, 입을 벌리고 초조함으로 나타날 수 있다.","열원에서 벗어나 식히고, 질식 의심 시 즉시 병원에 연락한다.","차가운 물에 담그거나 질식 시 입 안에 손을 넣지 않는다.","What to Do in a Dog or Cat Emergency","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency","수의학매뉴얼"
"111","부상/주의","경미 부상","가벼운 타박상이나 삐끗함도 통증, 부기, 절뚝임이 있으면 활동을 제한하고 상태를 살펴야 합니다. 통증이 심하거나 며칠 이상 지속되면 수의사 상담이 필요합니다.","활동을 제한하고 통증, 부기, 절뚝임이 얼마나 지속되는지 기록해 병원에 문의하세요.","통증 부위를 무리하게 만지거나 운동을 계속시키지 마세요.","Minor Injuries and Accidents","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/minor-injuries-and-accidents#Bumps,-Bruises,-Twists,-and-Sprains_v104767949","수의학매뉴얼"
"112","이물질/알레르기","삼킨 물체/곤충 쏘임","날카로운 물체나 긴 끈/낚싯줄 등은 장 손상을 유발할 수 있으며, 입 밖에 보여도 당기지 말고 진료가 필요하다. 반복 구토, 복부 압통, 배변 중단 시 즉시 연락해야 한다. 곤충 쏘임 후 머리/목의 큰 부종이나 혀/입천장 쏘임은 응급 진료가 필요하다.","삼킨 물체 종류와 시간, 구토/복통/배변 여부, 부종 위치와 호흡 상태를 기록해 즉시 병원에 연락한다.","입 밖으로 나온 끈을 잡아당기지 않는다.","Minor Injuries and Accidents","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/minor-injuries-and-accidents#Swallowed-Objects_v104767976","수의학매뉴얼"
"113","저체온/응급","저체온","저체온증은 추위 노출 시 느린 맥박, 얕은 호흡, 혼란, 쓰러짐, 의식소실로 나타날 수 있으며 즉각적인 체온 회복이 필요하다.","동물이 젖어 있으면 먼저 건조시키고, 따뜻한(뜨겁지 않은) 물병이나 수건으로 체온을 서서히 회복시키며 즉시 병원에 연락한다.","얼음이나 뜨거운 물을 사용하지 않는다.","What to Do in a Dog or Cat Emergency","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency","수의학매뉴얼"
"114","심정지/CPR","CPR","반려동물 CPR은 분당 100~120회 흉부압박을 기준으로 하며, 동물이 스스로 숨을 쉬거나 수의사가 인계할 때까지 지속한다.","분당 100~120회 속도로 흉부압박을 지속하고 즉시 병원으로 이동한다. 이동 중 다른 사람이 운전해야 한다.","CPR 중 운전하거나 단독으로 이동하면서 지속하기 어려운 상황을 피한다.","What to Do in a Dog or Cat Emergency","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency","수의학매뉴얼"
