"id","management_number","hospital_name","address","phone","operating_status","source_modified_at"
"1066","331000001020170001","UN동물의료센터","부산광역시 남구 수영로 221 (대연동)","051-624-2475","영업/정상","2026-01-06 09:41:20"
"1067","331000001020190002","W동물의료센터","부산광역시 남구 용호로 68, 2층 (용호동)","051-626-5050","영업/정상","2019-07-10 10:09:06"
"1068","331000001020210001","더본 외과동물의료센터","부산광역시 남구 수영로 364, 4층 (대연동)","051-711-7515","영업/정상","2025-06-24 09:57:20"
"1069","331000001020260001","세이 동물병원","부산광역시 남구 진남로 95, 상가 110호 (대연동, 힐스테이트대연센트럴)","051-715-2601","영업/정상","2026-01-13 10:49:19"
"1070","331000001020260002","니스동물병원","부산광역시 남구 유엔로 35, 501동 205호 (우암동, 두산위브더제니스오션시티)","051-625-0099","영업/정상","2026-04-21 15:03:37"
"1071","331000001019920001","문현동물병원","부산광역시 남구 수영로 38 (문현동)","","영업/정상","2019-04-23 10:04:43"
"1072","331000001019960001","우암동물병원","부산광역시 남구 석포로 7, 상가동 109호 (감만동, 우암 자유 4차 아파트)","","영업/정상","2019-04-23 10:07:06"
"1073","332000001019910001","덕천동물의료센터","부산광역시 북구 만덕대로 119 (덕천동)","","영업/정상","2023-04-25 10:30:46"
"1074","332000001019990001","노아동물병원","부산광역시 북구 금곡대로 175 (화명동, 화명2차동원로얄듀크비스타)","","영업/정상","2019-03-27 14:46:03"
"1075","332000001020020001","21세기종합동물병원","부산광역시 북구 만덕대로 34 (덕천동)","","영업/정상","2019-03-27 14:40:48"
"1076","332000001020030003","차동물병원","부산광역시 북구 금곡대로 304 (화명동)","","영업/정상","2024-04-03 10:26:20"
"1077","332000001020090002","행복한동물병원","부산광역시 북구 금곡대로 344 (화명동,화명빌딩202호)","","영업/정상","2009-07-02 16:00:41"
"1078","332000001020120001","만덕24시동물병원","부산광역시 북구 덕천로 227 (만덕동)","051-338-0075","영업/정상","2012-03-08 14:02:47"
"1079","332000001020130001","카이저동물치과병원","부산광역시 북구 금곡대로 182, 1층 (화명동)","051-361-7582","영업/정상","2025-11-20 10:18:51"
"1080","332000001020140001","그랜드 동물병원","부산광역시 북구 학사로 299, 해림빌딩 (금곡동)","","영업/정상","2024-07-10 11:27:23"
"1081","332000001020160001","해든동물병원","부산광역시 북구 백양대로 1053 (구포동)","051-343-3834","영업/정상","2019-09-06 16:45:15"
"1082","332000001020170002","유동물의료센터","부산광역시 북구 만덕대로 41 (덕천동)","","영업/정상","2026-04-10 16:37:05"
"1083","332000001020180001","더힐동물병원","부산광역시 북구 만덕대로 147, 삼정그린코아아파트 3동 105호 (덕천동)","051-341-3344","영업/정상","2024-02-02 13:40:29"
"1084","332000001020180003","원 동물병원","부산광역시 북구 금곡대로 287, 삼한골든뷰 2층 202,203호 (화명동)","051-333-7584","영업/정상","2019-03-27 14:50:27"
"1085","332000001020190001","토브동물병원","부산광역시 북구 화명대로 20, 대성빌딩 101호 (화명동)","051-361-9975","영업/정상","2019-05-15 09:13:06"
"1086","332000001020200001","베이직 동물병원","부산광역시 북구 만덕3로 55-1, 2층 (만덕동)","051-342-5999","영업/정상","2020-04-08 16:37:37"
"1087","332000001020210001","부산 24시 동행동물의료센터","부산광역시 북구 금곡대로 126, 채움센트럴 3층 (덕천동)","051-908-7575","영업/정상","2025-12-04 13:16:31"
"1088","332000001020220001","허그동물의료센터","부산광역시 북구 금곡대로 366, 대진빌딩 1층 (화명동)","051-714-5251","영업/정상","2022-09-05 16:23:29"
"1089","332000001020240001","다은동물병원","부산광역시 북구 금곡대로 180, 해창빌딩 1층 102호 (화명동)","051-363-7942","영업/정상","2024-04-15 16:36:46"
"1090","332000001020240002","구포동물병원","부산광역시 북구 낙동대로 1656, 1층 (구포동)","051-332-1213","영업/정상","2024-12-23 11:06:58"
"1091","332000001019920002","백양동물병원","부산광역시 북구 덕천로 280 (만덕동)","","영업/정상","2019-03-27 14:48:17"
"1092","333000001019950001","재송동물병원","부산광역시 해운대구 재반로 117-1, 2층 (재송동)","","영업/정상","2023-04-24 17:45:46"
"1093","333000001019960001","성심동물병원","부산광역시 해운대구 좌동순환로 308, 3층 (좌동)","","영업/정상","2012-01-10 16:25:55"
"1094","333000001019990001","해운대 케이 동물병원","부산광역시 해운대구 해운대로 580, 4층 (우동)","","영업/정상","2025-03-28 10:49:12"
"1095","333000001020010001","신도시동물병원","부산광역시 해운대구 좌동순환로 178, 2층 (좌동)","","영업/정상","2023-09-14 17:48:41"
"1096","333000001020010002","푸른동물병원","부산광역시 해운대구 해운대로61번길 104 (반여동)","","영업/정상","2019-03-27 17:07:30"
"1097","333000001020030001","반송동물병원","부산광역시 해운대구 아랫반송로 11-1 (반송동)","","영업/정상","2019-03-04 15:50:45"
"1098","333000001020040001","아이센텀 동물메디컬센터","부산광역시 해운대구 센텀동로 25, B동 204호 (우동, 대우월드마크센텀아파트)","","영업/정상","2023-10-17 13:52:07"
"1099","333000001020040002","화목종합동물병원","부산광역시 해운대구 세실로 48, 206호 (좌동)","","영업/정상","2019-03-04 15:43:26"
"1100","333000001020040004","해운대조은동물병원","부산광역시 해운대구 해운대로 624 (우동)","","영업/정상","2023-05-02 16:34:56"
"1101","333000001020040006","갑을동물병원","부산광역시 해운대구 재반로 148, 32호 (재송동)","","영업/정상","2019-03-04 15:51:57"
"1102","333000001020060002","센텀동물종합병원","부산광역시 해운대구 센텀중앙로 145, 205호 (재송동)","","영업/정상","2023-05-10 11:04:16"
"1103","333000001020070001","장산동물병원","부산광역시 해운대구 반여로 96, 1층 (반여동, 영풍빌딩)","","영업/정상","2019-03-04 15:45:01"
"1104","333000001020100001","토마스동물병원","부산광역시 해운대구 반송로 922 (반송동)","","영업/정상","2017-07-31 13:59:11"
"1105","333000001020100003","조앤박동물병원","부산광역시 해운대구 양운로 108, 2층 (좌동)","051-702-7511","영업/정상","2019-03-06 19:58:00"
"1106","333000001020100004","마린시티 종합동물병원","부산광역시 해운대구 마린시티3로 23, 벽산이오렌지프라자 333~336호 (우동)","","영업/정상","2018-05-01 09:57:24"
"1107","333000001020110001","BS조은동물병원","부산광역시 해운대구 윗반송로 73 (반송동)","","영업/정상","2019-03-06 19:40:22"
"1108","333000001020110002","온누리동물병원","부산광역시 해운대구 좌동순환로 309, 303호 (좌동)","051-701-7555","영업/정상","2019-03-04 15:48:06"
"1109","333000001020110003","스펀지동물병원","부산광역시 해운대구 해운대로 658-1 (우동)","051-746-1075","영업/정상","2019-03-06 19:53:14"
"1110","333000001020130001","로이종합동물병원","부산광역시 해운대구 센텀중앙로 145, 202호 (재송동, 센텀파크상가2동)","051-742-7975","영업/정상","2020-11-11 08:52:24"
"1111","333000001020130007","닥터주 동물병원","부산광역시 해운대구 좌동순환로402번길 8, 204호 (좌동, 피렌체오피스텔)","","영업/정상","2019-03-06 19:46:08"
"1112","333000001020140001","사랑의동물병원","부산광역시 해운대구 좌동순환로 173, 영풍프라자 302호 (좌동)","051-702-1626","영업/정상","2019-03-06 19:49:49"
"1113","333000001020140004","마리동물병원","부산광역시 해운대구 해운대로 794, 엘리움 306호 (좌동)","051-702-5750","영업/정상","2019-03-27 17:11:24"
"1114","333000001020140007","누리동물병원","부산광역시 해운대구 송정2로13번길 46 (송정동)","051-701-7599","영업/정상","2024-11-19 11:25:07"
"1115","333000001020160001","해운대 플러스동물병원","부산광역시 해운대구 세실로 48, 상가동 1-2, 2-2호 (좌동, 해운대삼정코아주상복합)","","영업/정상","2022-06-15 17:54:39"
"1116","333000001020170001","반여착한동물병원","부산광역시 해운대구 선수촌로 65-19, 농협반여동지점 2층 (반여동)","051-927-7575","영업/정상","2019-03-27 17:11:50"
"1117","333000001020170002","해운대 24시 동물의료원","부산광역시 해운대구 양운로 45, 해운대베르나움 101, 111호 (좌동)","","영업/정상","2024-08-27 13:26:36"
"1118","333000001020180001","힐 동물병원","부산광역시 해운대구 좌동순환로433번길 30-1, 해운대힐스테이트위브 224~227호 (중동)","","영업/정상","2019-03-27 17:16:08"
"1119","333000001020180002","큰마음동물메디컬센터","부산광역시 해운대구 해운대해변로357번길 17, 4~8층 (중동)","051-710-2004","영업/정상","2025-05-26 17:34:58"
"1120","333000001020180003","리더스동물병원","부산광역시 해운대구 해운대로 814, 세종월드프라자 A동 301호 (좌동)","051-701-7588","영업/정상","2019-11-18 15:01:08"
"1121","333000001020190002","벡스코 동물병원","부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 (우동)","051-715-2228","영업/정상","2019-04-16 07:36:35"
"1122","333000001020190003","아이앤지동물병원","부산광역시 해운대구 대천로 114, 1층 (좌동)","051-702-5575","영업/정상","2024-04-03 16:02:51"
"1123","333000001020200001","해밀동물병원","부산광역시 해운대구 송정광어골로 22, 1층 (송정동)","051-710-1766","영업/정상","2021-06-03 11:01:47"
"1124","333000001020200002","오션동물메디컬센터","부산광역시 해운대구 선수촌로 78, 다솜빌딩 2층 (반여동)","051-711-5999","영업/정상","2023-07-17 09:59:35"
"1125","333000001020200003","마린숲 동물병원","부산광역시 해운대구 마린시티3로 37, 한일오르듀 207호 (우동)","051-742-7585","영업/정상","2025-03-24 14:17:56"
"1126","333000001020200004","박창언 동물병원","부산광역시 해운대구 해운대로177번길 6 (재송동)","051-782-7275","영업/정상","2020-09-14 17:15:45"
"1127","333000001020210001","마린파크 동물병원","부산광역시 해운대구 마린시티2로 2, 마린파크 208~209호 (우동)","051-751-7585","영업/정상","2024-10-23 15:47:29"
"1128","333000001020210002","리안 동물병원","부산광역시 해운대구 달맞이길 58, 2층 (중동)","051-747-1275","영업/정상","2021-11-18 10:38:16"
"1129","333000001020210003","행복드림 동물병원","부산광역시 해운대구 삼어로 61, 201호 (반여동, 우방신세계아파트)","","영업/정상","2021-09-24 19:07:09"
"1130","333000001020210004","아이케어 동물병원","부산광역시 해운대구 센텀동로 25, B상가동 203호 (우동, 대우월드마크센텀아파트)","","영업/정상","2022-02-18 09:38:47"
"1131","333000001020210005","해운대동물메디컬센터","부산광역시 해운대구 양운로 40, 봉황빌딩 301호 (좌동)","051-702-8275","영업/정상","2021-08-31 12:40:08"
"1132","333000001020220001","신비한 동물병원 인센텀","부산광역시 해운대구 센텀중앙로 60, 106호 (우동)","051-744-7500","영업/정상","2022-04-04 09:14:41"
"1133","333000001020240001","훈동물병원","부산광역시 해운대구 좌동순환로 174, 거성빌딩 3층 301호 (좌동)","051-702-0100","영업/정상","2024-07-17 13:26:17"
"1134","333000001020250001","윤은채 재활 한방 동물병원","부산광역시 해운대구 센텀동로 9, 2층 215호 (우동, 트럼프월드센텀아파트)","051-710-6020","영업/정상","2025-07-01 08:58:14"
"1135","333000001020250002","해바른동물메디컬센터","부산광역시 해운대구 해운대로 601, 에이치스위트 해운대 202~203호 (우동)","051-711-5959","영업/정상","2025-09-23 10:57:05"
"1136","334000001020080001","괴정동물병원","부산광역시 사하구 낙동대로 246-1, 1층 (괴정동)","","영업/정상","2022-08-08 10:57:19"
"1137","334000001020080002","부산야생동물치료센터","부산광역시 사하구 낙동남로 1240 (하단동)","","영업/정상","2026-05-04 10:37:23"
"1138","334000001020120001","삼성종합동물병원","부산광역시 사하구 감천로 32 (감천동)","051-205-1017","영업/정상","2012-08-21 10:45:30"
"1139","334000001020130001","라온동물병원","부산광역시 사하구 낙동대로 511 (하단동)","","영업/정상","2017-05-16 10:06:34"
"1140","334000001020140001","김현태김동민 동물의료센터","부산광역시 사하구 다송로 42 (다대동)","051-265-7582","영업/정상","2023-09-27 14:01:26"
"1141","334000001020150001","코끼리동물병원","부산광역시 사하구 하신번영로 201 (신평동)","051-204-7576","영업/정상","2019-04-26 17:02:25"
"1142","334000001020220001","행복한 동물병원","부산광역시 사하구 을숙도대로 713, 1층 (신평동)","051-714-2435","영업/정상","2022-05-11 18:47:49"
"1143","334000001020220002","모아동물병원","부산광역시 사하구 장림번영로 41, 1층 (장림동)","051-265-0114","영업/정상","2022-12-30 16:16:51"
"1144","334000001020220003","더바른 동물병원","부산광역시 사하구 다대로 700, 2층 (다대동)","051-717-2316","영업/정상","2022-07-14 16:58:39"
"1145","334000001020230001","정직한 동물병원","부산광역시 사하구 하신중앙로 182, 2층 201호 (신평동)","051-205-2323","영업/정상","2026-05-18 15:06:14"
"1146","334000001020250001","24시이솔동물의료센터","부산광역시 사하구 낙동대로 468, 평림상가 2층 (하단동)","051-711-7566","영업/정상","2025-12-23 10:32:23"
"1147","334000001019920001","사하동물병원","부산광역시 사하구 낙동대로 356 (당리동)","051-206-1891","영업/정상","2026-04-13 14:34:07"
"1148","334000001019920002","박 동물병원","부산광역시 사하구 낙동대로 407 (당리동)","","영업/정상","2020-04-09 19:10:25"
"1149","334000001020030002","참조은 동물병원","부산광역시 사하구 낙동대로 295-1 (괴정동)","","영업/정상","2017-05-16 09:59:37"
"1150","334000001020040005","장 동물병원","부산광역시 사하구 윤공단로56번길 55 (다대동)","","영업/정상","2019-04-26 17:16:34"
"1151","334000001020040007","하단동물병원","부산광역시 사하구 하신중앙로 296 (하단동)","","영업/정상","2017-05-16 10:00:57"
"1152","334000001020050002","24시 하단오거리 동물의료센터","부산광역시 사하구 하신중앙로 340, 1층 (하단동)","","영업/정상","2025-06-09 13:44:17"
"1153","334000001020060001","한솔동물병원","부산광역시 사하구 낙동대로 184 (괴정동)","","영업/정상","2013-12-20 13:23:26"
"1154","334000001020060002","스마트동물병원","부산광역시 사하구 다대로 624 (다대동)","","영업/정상","2018-05-28 17:20:53"
"1155","334000001020070001","다대동물병원","부산광역시 사하구 다대로 549 (다대동)","","영업/정상","2017-05-16 10:03:53"
"1156","335000001020230004","부산 다솜고양이메디컬센터 금정점","부산광역시 금정구 금강로 624, 2~3층 (남산동)","051-515-7586","영업/정상","2026-03-17 19:25:57"
"1157","335000001019910001","지동범 동물 안과 치과병원","부산광역시 금정구 부곡로 184, 행복한빌딩 1,2층 (부곡동)","","영업/정상","2026-05-22 16:55:00"
"1158","335000001019940001","부곡동물병원","부산광역시 금정구 부곡로 86 (부곡동)","","영업/정상","2022-09-15 10:33:38"
"1159","335000001019970001","한독동물병원","부산광역시 금정구 서동로 200 (서동)","","영업/정상","2019-03-06 15:12:16"
"1160","335000001019990001","수종합동물병원","부산광역시 금정구 금강로 340 (장전동)","","영업/정상","2019-11-04 10:05:27"
"1161","335000001020000001","남산동물병원","부산광역시 금정구 금강로 703-3 (남산동)","","영업/정상","2024-04-24 14:25:47"
"1162","335000001020050001","구서동물병원","부산광역시 금정구 금강로 454 (구서동)","","영업/정상","2019-11-04 10:16:30"
"1163","335000001020110003","금빛동물수술센터","부산광역시 금정구 식물원로 38, 주현빌딩 2층 (장전동)","","영업/정상","2024-11-28 19:24:19"
"1164","335000001020140001","동물병원 산책","부산광역시 금정구 수림로 25 (부곡동)","","영업/정상","2025-03-21 15:14:54"
"1165","335000001020150001","드림동물병원","부산광역시 금정구 금강로 539 (구서동)","","영업/정상","2019-03-27 14:32:57"
"1166","335000001020150002","서동 동물메디컬센터","부산광역시 금정구 서동로175번길 11, 2층 (서동)","","영업/정상","2023-06-30 10:14:25"
"1167","335000001020150003","제일2차동물메디컬센터","부산광역시 금정구 중앙대로 1754 (부곡동)","","영업/정상","2026-06-05 13:36:40"
"1168","335000001020150004","제일동물진단영상센터","부산광역시 금정구 중앙대로 1754 (부곡동)","","영업/정상","2025-09-04 15:23:55"
"1169","335000001020150005","쿨펫동물병원 이마트금정점","부산광역시 금정구 중앙대로1841번길 24 (구서동, E마트금정점)","","영업/정상","2019-05-03 10:10:12"
"1170","335000001020200001","에이치동물메디컬센터","부산광역시 금정구 부곡로 3, 1~2층 (부곡동)","051-583-7575","영업/정상","2026-06-02 17:41:44"
"1171","335000001020200002","웰동물병원","부산광역시 금정구 금강로403번길 1, 2층 (구서동)","051-515-7272","영업/정상","2020-11-03 16:15:06"
"1172","335000001020230002","보담동물의료센터","부산광역시 금정구 식물원로 11, 2층 (장전동)","051-953-2000","영업/정상","2025-04-02 17:44:32"
"1173","335000001020230003","부산 24시다솜동물메디컬센터 금정점","부산광역시 금정구 금강로 624, 1층 (남산동)","051-515-7582","영업/정상","2026-03-17 19:22:19"
"1174","336000001020170001","이로운동물병원","부산광역시 강서구 명지국제11로 35, 103동 105호 (명지동)","051-916-7575","영업/정상","2019-03-06 13:47:23"
"1175","336000001020180001","마리동물병원","부산광역시 강서구 가락대로 929, 부산경남경마공원 (범방동)","051-901-7482","영업/정상","2026-03-17 10:21:00"
"1176","336000001020200001","홈즈 동물병원","부산광역시 강서구 명지국제8로 233, 2층 203호 (명지동)","","영업/정상","2020-04-23 10:22:12"
"1177","336000001020210001","신호동물병원","부산광역시 강서구 신호산단1로 124, 103호 (신호동)","051-972-0972","영업/정상","2021-08-17 18:39:10"
"1178","336000001020220001","명지 수동물병원","부산광역시 강서구 명지국제2로 29, 203호 (명지동)","051-710-7574","영업/정상","2023-10-30 15:45:00"
"1179","336000001020220002","어울림동물메디컬센터","부산광역시 강서구 명지국제8로 270, 1동 202호 (명지동)","051-711-7581","영업/정상","2023-05-04 11:06:02"
"1180","336000001020230001","테디펫닥터동물병원","부산광역시 강서구 명지국제6로232번길 14-8, 1층 (명지동)","","영업/정상","2023-05-04 16:05:04"
"1181","336000001020040001","한국마사회 부산경남부속동물병원","부산광역시 강서구 가락대로 929 (범방동)","051-901-7434","영업/정상","2026-06-02 13:52:33"
"1182","336000001020120002","명지종합동물병원","부산광역시 강서구 명지오션시티11로 74 (명지동,명지오션타워 204)","051-271-8889","영업/정상","2023-12-12 13:34:34"
"1183","336000001020130001","명지오션시티동물병원","부산광역시 강서구 명지오션시티11로 66 (명지동)","051-271-7582","영업/정상","2020-09-14 14:10:25"
"1184","336000001020130002","스마일동물병원","부산광역시 강서구 가락대로 929 (범방동)","051-901-7384","영업/정상","2023-06-29 10:15:04"
"1185","336000001020160001","해옴동물병원","부산광역시 강서구 명지오션시티4로 69, 201호 (명지동)","051-271-8119","영업/정상","2023-07-06 15:44:04"
"1186","336000001020160002","네오메디컬동물병원","부산광역시 강서구 명지국제6로 234 (명지동)","051-291-4545","영업/정상","2023-07-27 11:22:40"
"1187","336000001020160003","국제동물병원","부산광역시 강서구 명지국제8로 243, 미주프라자 205호 (명지동)","051-204-7588","영업/정상","2023-07-06 15:43:00"
"1188","337000001020240001","뉴로동물암센터","부산광역시 연제구 중앙대로 1084, 진도사옥 1층 (연산동)","051-711-8251","영업/정상","2025-11-06 14:26:02"
"1189","337000001020030001","거제동물병원","부산광역시 연제구 거제대로 146 (거제동)","","영업/정상","2025-12-26 16:13:47"
"1190","337000001020030003","청조동물병원","부산광역시 연제구 온천천남로 4 (연산동)","","영업/정상","2025-12-26 16:13:34"
"1191","337000001020030008","양지동물병원","부산광역시 연제구 월드컵대로114번길 1 (연산동)","051-867-5595","영업/정상","2019-03-06 16:22:26"
"1192","337000001020090002","피정현 동물병원","부산광역시 연제구 거제천로 258 (연산동, 월드빌스포츠센터)","","영업/정상","2016-01-25 15:44:17"
"1193","337000001020100001","부산동물메디컬센터","부산광역시 연제구 거제대로 278 (거제동)","","영업/정상","2025-05-13 15:07:56"
"1194","337000001020110001","망미동물병원","부산광역시 연제구 과정로 84 (연산동)","","영업/정상","2019-03-06 16:18:04"
"1195","337000001020140001","토곡동물병원","부산광역시 연제구 과정로 234-1 (연산동)","051-759-8669","영업/정상","2023-02-07 17:23:25"
"1196","337000001020140002","MS동물병원","부산광역시 연제구 과정로348번길 2, 1층 (연산동)","","영업/정상","2024-12-30 17:40:56"
"1197","337000001020150002","이룸동물병원","부산광역시 연제구 연수로 140 (연산동)","051-868-0075","영업/정상","2023-07-31 09:04:40"
"1198","337000001020170001","해비치동물병원","부산광역시 연제구 안연로 28, 1층 (연산동, 그린주택)","051-753-9875","영업/정상","2017-08-03 10:02:16"
"1199","337000001020180001","온천천동물병원","부산광역시 연제구 세병로 84 (거제동)","051-868-7579","영업/정상","2023-06-19 09:36:53"
"1200","337000001020180002","진석범동물병원","부산광역시 연제구 과정로237번길 115 (연산동)","051-997-8275","영업/정상","2018-04-20 11:08:30"
"1201","337000001020180003","Jpet동물병원","부산광역시 연제구 연수로 98 (연산동)","051-853-7579","영업/정상","2023-03-24 13:15:11"
"1202","337000001020190001","엘동물의료센터","부산광역시 연제구 중앙대로 1112, 2층 (연산동)","051-862-8275","영업/정상","2024-12-30 17:19:46"
"1203","337000001020210001","부산24시 연산동물의료센터","부산광역시 연제구 연수로 135 (연산동)","051-791-0175","영업/정상","2026-04-29 11:06:53"
"1204","337000001020210002","뉴로동물의료센터24시","부산광역시 연제구 중앙대로 1084, 진도사옥 2~3층 (연산동)","051-711-8253","영업/정상","2026-05-26 13:31:28"
"1205","337000001020230001","아이디펫 동물병원","부산광역시 연제구 중앙대로 1068, 1층 (연산동)","","영업/정상","2024-12-30 18:09:12"
"1206","338000001020260001","K동물병원","부산광역시 수영구 광안로 20, 109동 105호 (광안동, 부산 광안동 쌍용 예가 디 오션)","","영업/정상","2026-03-31 13:58:26"
"1207","338000001019960001","이상동물병원","부산광역시 수영구 수영로 757, 2층 (수영동)","051-759-0225","영업/정상","2014-12-24 11:16:29"
"1208","338000001020260002","24시 수영동물의료센터","부산광역시 수영구 수영로 637, 3, 4층 (광안동)","","영업/정상","2026-05-11 16:27:23"
"1209","338000001020230001","베스트프렌드 동물병원","부산광역시 수영구 연수로 296(망미동)","051-753-2966","영업/정상","2023-02-21 16:42:33"
"1210","338000001020230002","더에스동물병원","부산광역시 수영구 수영로464번길 6, 목원빌딩 3층 302호 (남천동)","051-913-7582","영업/정상","2023-06-09 12:52:38"
"1211","338000001020240001","동물병원 The 개치동","부산광역시 수영구 광안해변로284번길 38, 해링턴타워광안 디오션오피스텔 101동 114호 (민락동)","051-757-0590","영업/정상","2024-05-07 15:39:05"
"1212","338000001020240002","숲 동물병원 펫스테이션점","부산광역시 수영구 수영로 지하576, 도시철도 광안역 E1~E3호 (광안동)","051-743-7599","영업/정상","2025-08-27 13:11:40"
"1213","338000001020040001","세진동물병원","부산광역시 수영구 과정로15번길 7 (망미동, 국화)","","영업/정상","2025-01-02 14:32:49"
"1214","338000001020040002","사랑동물병원","부산광역시 수영구 수영로 733 (수영동)","","영업/정상","2015-12-04 10:41:58"
"1215","338000001020060003","연제종합동물병원","부산광역시 수영구 연수로 241 (망미동)","","영업/정상","2025-09-30 15:18:20"
"1216","338000001020070001","삼성동물병원","부산광역시 수영구 연수로 235 (망미동)","051-754-3270","영업/정상","2013-12-30 13:32:51"
"1217","338000001020120001","ABC동물병원","부산광역시 수영구 수영로 618-1 (광안동)","051-761-2502","영업/정상","2025-05-19 10:13:14"
"1218","338000001020140001","민락동물병원","부산광역시 수영구 광남로 207 (광안동)","051-757-8529","영업/정상","2015-08-06 13:45:36"
"1219","338000001020140002","서울동물병원","부산광역시 수영구 광안로 19 (광안동)","051-514-5404","영업/정상","2014-10-24 10:45:37"
"1220","338000001020150001","나비동물병원","부산광역시 수영구 광남로 184 (민락동)","","영업/정상","2025-01-02 14:47:05"
"1221","338000001020150002","차이 동물병원","부산광역시 수영구 수영로 525, 위어뮤즈디광안 203, 204호 (광안동)","051-627-7542","영업/정상","2024-12-16 17:32:44"
"1222","338000001020160001","알로하 동물병원","부산광역시 수영구 수영로 602, 1층 (광안동)","051-757-7845","영업/정상","2016-03-10 14:36:56"
"1223","338000001020180001","박종현동물병원","부산광역시 수영구 광남로 258, 1층 (민락동)","051-744-4179","영업/정상","2018-01-05 10:39:40"
"1224","338000001020180003","더프라임동물의료원","부산광역시 수영구 수영로 405-1, 2-4층 (남천동)","051-625-2345","영업/정상","2025-05-19 10:08:56"
"1225","338000001020190001","바다동물병원","부산광역시 수영구 광남로 125, 1층 (광안동)","051-756-0075","영업/정상","2019-04-02 14:26:16"
"1226","338000001020190003","센텀동물메디컬센터 24시","부산광역시 수영구 연수로 407-1, 2-3층 (수영동)","051-746-7582","영업/정상","2026-04-03 14:53:47"
"1227","338000001020200001","유어캣 고양이병원","부산광역시 수영구 무학로63번길 142, 401동 2층 203호 (민락동, 센텀비스타동원2차)","051-757-1275","영업/정상","2024-05-14 13:47:18"
"1228","338000001020200002","오리진 동물피부과병원","부산광역시 수영구 광안해변로370번길 9-8, 블루오션 3층 (민락동)","051-753-7582","영업/정상","2020-10-06 19:35:20"
"1229","338000001019890001","남천동물병원","부산광역시 수영구 황령대로 505, 1층 (남천동)","","영업/정상","2025-10-10 16:24:40"
"1230","338000001019950001","광안동물병원","부산광역시 수영구 수영로 567, 2층 (광안동)","","영업/정상","2014-10-31 15:11:32"
"1231","339000001020260001","봄 동물의료센터","부산광역시 사상구 사상로 270, 2층 (덕포동)","051-715-6008","영업/정상","2026-02-19 13:48:19"
"1232","339000001020200001","가나다 동물병원","부산광역시 사상구 가야대로 325 (주례동)","051-715-7979","영업/정상","2020-06-09 09:03:01"
"1233","339000001019890001","사상동물병원","부산광역시 사상구 사상로 153 (괘법동)","","영업/정상","2011-10-30 14:32:44"
"1234","339000001019910001","부산동물병원 제넷","부산광역시 사상구 가야대로 283, 아이스테이트2 4층 (주례동)","","영업/정상","2023-09-07 17:10:10"
"1235","339000001019960001","신병헌동물병원","부산광역시 사상구 사상로 261 (덕포동)","","영업/정상","2014-01-28 17:44:40"
"1236","339000001019980001","대성동물병원","부산광역시 사상구 주례로10번길 125 (주례동)","","영업/정상","2005-12-19 16:53:25"
"1237","339000001020030001","개금동물병원","부산광역시 사상구 가야대로 367 (주례동)","","영업/정상","2014-01-07 17:35:11"
"1238","339000001020030003","엄궁종합동물병원","부산광역시 사상구 대동로 18(엄궁동)","051-316-7597","영업/정상","2022-08-09 10:26:12"
"1239","339000001020040002","고은동물병원","부산광역시 사상구 모라로 107 (모라동)","","영업/정상","2014-01-07 17:37:16"
"1240","339000001020060001","쿨펫동물병원","부산광역시 사상구 낙동대로 733, 롯데마트엄궁점 2층 (엄궁동)","051-314-7582","영업/정상","2019-03-05 10:13:49"
"1241","339000001020140001","학장동물병원","부산광역시 사상구 대동로 129 (학장동)","051-312-7555","영업/정상","2014-10-24 09:56:29"
"1242","339000001020180001","서부산동물메디컬센터","부산광역시 사상구 낙동대로 786, 애진빌딩 201호 (엄궁동)","","영업/정상","2019-03-28 08:49:16"
"1243","340000001020250001","온동물병원","부산광역시 기장군 기장읍 차성동로 108","","영업/정상","2025-02-27 09:20:10"
"1244","340000001019870001","좌천동물병원","부산광역시 기장군 장안읍 해맞이로 17-1","","영업/정상","2022-03-28 14:29:35"
"1245","340000001019960001","기장동물병원","부산광역시 기장군 기장읍 차성로288번길 61","","영업/정상","2024-09-02 17:31:23"
"1246","340000001020140001","지 동물병원","부산광역시 기장군 정관면 용수로 21","051-728-0557","영업/정상","2014-10-31 08:47:00"
"1247","340000001020150001","아산동물의료센터","부산광역시 기장군 정관읍 정관로 583","","영업/정상","2025-09-29 16:10:42"
"1248","340000001020160001","정관착한동물의료센터","부산광역시 기장군 정관읍 정관로 575-3, 정관제일타워Ⅱ 202, 203호","051-923-0119","영업/정상","2023-08-09 14:46:33"
"1249","340000001020160002","디알씨동물병원","부산광역시 기장군 기장읍 차성로 314","051-624-8275","영업/정상","2016-08-22 16:06:02"
"1250","340000001020200001","배산 동물병원","부산광역시 기장군 기장읍 차성로 286","051-755-1175","영업/정상","2020-12-02 10:57:30"
"1251","340000001020210001","일광해빛동물병원","부산광역시 기장군 일광읍 해빛6로 85-4, 스타타워Ⅱ 3층 301,302호","051-721-7975","영업/정상","2021-02-18 09:01:37"
"1252","340000001020210002","바른진료 동물병원","부산광역시 기장군 일광읍 해빛로 13, 일광제일프라자 2층 203호","051-724-7570","영업/정상","2021-03-26 09:26:23"
